IncidntNum,X_pr,Y_pr,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Location,X,Y,geometry,DateTime,Hour
120516979,5996647.000051432,2088056.000033669,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,2012-07-01,00:00:00,TARAVAL,NONE,BROAD ST / SAN JOSE AV,-122.453457575,37.7132121535,POINT (5996647.000051432 2088056.000033669),2012-07-01,0
120517096,6018849.717108543,2094116.539497269,ROBBERY,ROBBERY OF A RESIDENCE WITH A GUN,Sunday,2012-07-01,00:00:00,BAYVIEW,NONE,0 Block of HARBOR RD,-122.377136758,37.7311009612,POINT (6018849.717108543 2094116.539497269),2012-07-01,0
120519058,6009324.000106226,2114646.0000240677,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,2012-07-01,00:00:00,TENDERLOIN,NONE,GEARY ST / TAYLOR ST,-122.41151882,37.7869408999,POINT (6009324.000106226 2114646.0000240677),2012-07-01,0
120519064,6010022.549945309,2115050.0973795475,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,2012-07-01,00:00:00,CENTRAL,NONE,400 Block of POST ST,-122.409130511,37.7880896122,POINT (6010022.549945309 2115050.0973795475),2012-07-01,0
120519268,6011069.5657573305,2115794.08227626,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Sunday,2012-07-01,00:00:00,CENTRAL,NONE,300 Block of GRANT AV,-122.40556042,37.7901910169,POINT (6011069.5657573305 2115794.08227626),2012-07-01,0
120519274,6004267.999987098,2109084.0000135046,ROBBERY,"ROBBERY, ARMED WITH A GUN",Sunday,2012-07-01,00:00:00,NORTHERN,NONE,WEBSTER ST / WALLER ST,-122.428614807,37.7713841279,POINT (6004267.999987098 2109084.0000135046),2012-07-01,0
120519804,6014709.000021235,2103890.9999961555,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Monday,2012-07-02,00:00:00,BAYVIEW,NONE,22ND ST / IOWA ST,-122.392135366,37.7577106394,POINT (6014709.000021235 2103890.9999961555),2012-07-02,0
120518185,6001710.378424132,2088842.9243401443,ROBBERY,ROBBERY OF A RESIDENCE WITH BODILY FORCE,Sunday,2012-07-01,00:00:00,INGLESIDE,NONE,500 Block of AMAZON AV,-122.436013113,37.7156618183,POINT (6001710.378424132 2088842.9243401443),2012-07-01,0
120521887,6007403.99988379,2090965.0000040208,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,2012-07-02,00:00:00,INGLESIDE,NONE,JOHNFSHELLEY DR / CAMBRIDGE ST,-122.41648354,37.7218104029,POINT (6007403.99988379 2090965.0000040208),2012-07-02,0
120522352,6011191.517136316,2095115.0024232867,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,2012-07-02,00:00:00,BAYVIEW,NONE,1700 Block of SILVER AV,-122.403682855,37.7334177198,POINT (6011191.517136316 2095115.0024232867),2012-07-02,0
120522374,6009238.562462206,2087794.226987713,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Monday,2012-07-02,00:00:00,INGLESIDE,NONE,300 Block of LELAND AV,-122.409918187,37.713207118,POINT (6009238.562462206 2087794.226987713),2012-07-02,0
120522647,6006812.911158028,2106364.6151398015,ROBBERY,"ROBBERY, ARMED WITH A GUN",Monday,2012-07-02,00:00:00,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.419618846,37.7640610348,POINT (6006812.911158028 2106364.6151398015),2012-07-02,0
120522722,6013652.999945045,2091626.0000144835,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Tuesday,2012-07-03,00:00:00,BAYVIEW,NONE,3RD ST / EGBERT AV,-122.394928476,37.7239748242,POINT (6013652.999945045 2091626.0000144835),2012-07-03,0
120522794,6008483.37818528,2114166.5855084537,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,2012-07-03,00:00:00,TENDERLOIN,NONE,500 Block of OFARRELL ST,-122.414393255,37.7855773563,POINT (6008483.37818528 2114166.5855084537),2012-07-03,0
120523946,6010975.983458823,2114533.539492069,ROBBERY,ATTEMPTED ROBBERY CHAIN STORE WITH BODILY FORCE,Tuesday,2012-07-03,00:00:00,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.40579538,37.7867246332,POINT (6010975.983458823 2114533.539492069),2012-07-03,0
120519224,6010942.036215981,2114178.6612027423,ROBBERY,ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON,Sunday,2012-07-01,00:00:00,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.405887822,37.785748323,POINT (6010942.036215981 2114178.6612027423),2012-07-01,0
120519810,6011406.0000297185,2108457.0000044405,ROBBERY,ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON,Monday,2012-07-02,00:00:00,SOUTHERN,NONE,TOWNSEND ST / 8TH ST,-122.403879859,37.7700639041,POINT (6011406.0000297185 2108457.0000044405),2012-07-02,0
120520895,6006945.146406859,2103481.279289132,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Monday,2012-07-02,00:00:00,MISSION,NONE,2500 Block of MISSION ST,-122.418956965,37.7561515117,POINT (6006945.146406859 2103481.279289132),2012-07-02,0
120520936,6004200.999915905,2106581.000012797,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,2012-07-01,00:00:00,MISSION,NONE,CHURCH ST / 16TH ST,-122.428668108,37.764507703,POINT (6004200.999915905 2106581.000012797),2012-07-01,0
120521003,6004549.999976951,2114020.0000337325,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,2012-07-02,00:00:00,NORTHERN,NONE,GEARY BL / LAGUNA ST,-122.427991152,37.7849531242,POINT (6004549.999976951 2114020.0000337325),2012-07-02,0
120521285,6010051.546749265,2119578.797533549,ROBBERY,"ROBBERY, BODILY FORCE",Monday,2012-07-02,00:00:00,CENTRAL,"ARREST, BOOKED",1600 Block of STOCKTON ST,-122.409349906,37.800525947,POINT (6010051.546749265 2119578.797533549),2012-07-02,0
120521558,6006870.999933085,2105552.999996801,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Monday,2012-07-02,00:00:00,MISSION,NONE,18TH ST / MISSION ST,-122.419360353,37.7618358012,POINT (6006870.999933085 2105552.999996801),2012-07-02,0
120522590,6011591.891467159,2115527.4802687657,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Tuesday,2012-07-03,00:00:00,CENTRAL,"ARREST, BOOKED",100 Block of KEARNY ST,-122.403734436,37.7894881838,POINT (6011591.891467159 2115527.4802687657),2012-07-03,0
120524637,6014358.000078419,2093543.999991163,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,2012-07-03,00:00:00,BAYVIEW,"ARREST, BOOKED",3RD ST / WILLIAMS AV,-122.392625489,37.7292804432,POINT (6014358.000078419 2093543.999991163),2012-07-03,0
120524831,6007905.000137307,2117853.999998861,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,2012-07-03,00:00:00,CENTRAL,"ARREST, BOOKED",PACIFIC AV / LEAVENWORTH ST,-122.416655593,37.7956695836,POINT (6007905.000137307 2117853.999998861),2012-07-03,0
120525801,6010461.572365107,2113364.884875241,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Tuesday,2012-07-03,00:00:00,SOUTHERN,NONE,0 Block of 5TH ST,-122.407492705,37.783487004,POINT (6010461.572365107 2113364.884875241),2012-07-03,0
120525839,6007492.976928513,2102065.7631901912,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Tuesday,2012-07-03,00:00:00,MISSION,NONE,3200 Block of 24TH ST,-122.416962088,37.7522956604,POINT (6007492.976928513 2102065.7631901912),2012-07-03,0
120526116,6013333.605192172,2112336.598718613,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,2012-07-04,00:00:00,BAYVIEW,NONE,100 Block of SILLIMAN ST,-122.397484379,37.7808239047,POINT (6013333.605192172 2112336.598718613),2012-07-04,0
120527534,6013710.213744803,2116883.296068813,ROBBERY,ATTEMPTED ROBBERY COMM. ESTAB. WITH BODILY FORCE,Wednesday,2012-07-04,00:00:00,CENTRAL,"ARREST, BOOKED",0 Block of CALIFORNIA ST,-122.396500296,37.7933290445,POINT (6013710.213744803 2116883.296068813),2012-07-04,0
120529289,6016634.888111556,2096747.1809417142,ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,2012-07-05,00:00:00,BAYVIEW,NONE,1400 Block of HUDSON AV,-122.384977087,37.7382019285,POINT (6016634.888111556 2096747.1809417142),2012-07-05,0
120525287,6001357.000049769,2112496.0000032885,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Tuesday,2012-07-03,00:00:00,PARK,NONE,EDDY ST / DIVISADERO ST,-122.438928631,37.780587449,POINT (6001357.000049769 2112496.0000032885),2012-07-03,0
120528548,6003608.914346526,2113910.059204754,ROBBERY,CARJACKING WITH A DANGEROUS WEAPON,Wednesday,2012-07-04,00:00:00,NORTHERN,NONE,1700 Block of GEARY BL,-122.431239155,37.7845979679,POINT (6003608.914346526 2113910.059204754),2012-07-04,0
120528742,6005572.999967903,2120646.000069842,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,2012-07-04,00:00:00,NORTHERN,NONE,VANNESS AV / FRANCISCO ST,-122.424923477,37.8032042721,POINT (6005572.999967903 2120646.000069842),2012-07-04,0
120528792,6008239.6742417,2110157.483564273,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,2012-07-04,00:00:00,MISSION,NONE,100 Block of 14TH ST,-122.414952545,37.7745556289,POINT (6008239.6742417 2110157.483564273),2012-07-04,0
120531450,6007589.5887150895,2113696.3848982034,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,2012-07-05,00:00:00,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.417452179,37.7842360501,POINT (6007589.5887150895 2113696.3848982034),2012-07-05,0
120531488,6013550.000119201,2091353.9999921983,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,2012-07-05,00:00:00,BAYVIEW,NONE,FITZGERALD AV / 3RD ST,-122.395265488,37.723222239,POINT (6013550.000119201 2091353.9999921983),2012-07-05,0
120531905,6010299.000045183,2113552.0000123666,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,2012-07-05,00:00:00,SOUTHERN,NONE,5TH ST / MARKET ST,-122.408068345,37.7839916768,POINT (6010299.000045183 2113552.0000123666),2012-07-05,0
120531999,6012979.618372777,2093800.6513331383,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Thursday,2012-07-05,00:00:00,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.397408701,37.729908507,POINT (6012979.618372777 2093800.6513331383),2012-07-05,0
120532000,6004897.000039862,2115072.000005985,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Thursday,2012-07-05,00:00:00,NORTHERN,NONE,BUSH ST / OCTAVIA ST,-122.42686559,37.7878612788,POINT (6004897.000039862 2115072.000005985),2012-07-05,0
120532072,6005653.000146763,2113095.0000244416,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Thursday,2012-07-05,00:00:00,NORTHERN,NONE,EDDY ST / GOUGH ST,-122.424109315,37.7824756423,POINT (6005653.000146763 2113095.0000244416),2012-07-05,0
120532107,6004602.999926166,2113644.000031928,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Thursday,2012-07-05,00:00:00,NORTHERN,NONE,LAGUNA ST / CLEARY CT,-122.427780989,37.7839237202,POINT (6004602.999926166 2113644.000031928),2012-07-05,0
120532458,6014014.417845777,2090673.0921103735,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,2012-07-06,00:00:00,BAYVIEW,NONE,1200 Block of GILMAN AV,-122.39361244,37.7213784195,POINT (6014014.417845777 2090673.0921103735),2012-07-06,0
120533462,6006053.395987707,2087515.4108259364,ROBBERY,ROBBERY OF A RESIDENCE WITH A KNIFE,Thursday,2012-07-05,00:00:00,INGLESIDE,NONE,100 Block of BROOKDALE AV,-122.420907445,37.7122625209,POINT (6006053.395987707 2087515.4108259364),2012-07-05,0
120533127,5987272.999897726,2086411.0000200602,ROBBERY,"ROBBERY, BODILY FORCE",Friday,2012-07-06,00:00:00,TARAVAL,NONE,JOHNMUIR DR / LAKE MERCED BL,-122.48573625,37.7081535998,POINT (5987272.999897726 2086411.0000200602),2012-07-06,0
120533569,6002404.569088582,2095372.7828947932,ROBBERY,"ROBBERY, BODILY FORCE",Friday,2012-07-06,00:00:00,INGLESIDE,NONE,2800 Block of DIAMOND ST,-122.43408019,37.733630755,POINT (6002404.569088582 2095372.7828947932),2012-07-06,0
120533644,6011483.8360145865,2110337.5083967214,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,2012-07-06,00:00:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742963,37.7752316978,POINT (6011483.8360145865 2110337.5083967214),2012-07-06,0
120535220,6007086.000084482,2106740.9999993327,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,2012-07-07,00:00:00,MISSION,NONE,16TH ST / CAPP ST,-122.418701003,37.7651098786,POINT (6007086.000084482 2106740.9999993327),2012-07-07,0
120536159,6009551.532775653,2113093.200673037,ROBBERY,"ROBBERY, ARMED WITH A GUN",Saturday,2012-07-07,00:00:00,TENDERLOIN,NONE,0 Block of TAYLOR ST,-122.410621909,37.7826900441,POINT (6009551.532775653 2113093.200673037),2012-07-07,0
120536751,6008460.552680261,2113952.51647899,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,2012-07-07,00:00:00,TENDERLOIN,JUVENILE BOOKED,400 Block of LEAVENWORTH ST,-122.414457072,37.7849882922,POINT (6008460.552680261 2113952.51647899),2012-07-07,0
120536927,6011964.824194953,2118370.6738022007,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,2012-07-07,00:00:00,CENTRAL,NONE,400 Block of PACIFIC AV,-122.402644146,37.7973157411,POINT (6011964.824194953 2118370.6738022007),2012-07-07,0
120537301,6007594.953812034,2103825.5592237297,ROBBERY,ATTEMPTED ROBBERY WITH A DEADLY WEAPON,Sunday,2012-07-08,00:00:00,MISSION,NONE,3100 Block of 21ST ST,-122.416734094,37.7571333946,POINT (6007594.953812034 2103825.5592237297),2012-07-08,0
120537345,6006163.9999965625,2106689.999993787,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,2012-07-08,00:00:00,MISSION,NONE,16TH ST / VALENCIA ST,-122.421886358,37.7649178909,POINT (6006163.9999965625 2106689.999993787),2012-07-08,0
120537389,6008744.1579285525,2106847.208256168,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Sunday,2012-07-08,00:00:00,MISSION,NONE,1900 Block of HARRISON ST,-122.41297333,37.7654947203,POINT (6008744.1579285525 2106847.208256168),2012-07-08,0
120538064,6011388.706286009,2102088.189538112,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,2012-07-08,00:00:00,MISSION,NONE,1300 Block of VERMONT ST,-122.403491538,37.752575608,POINT (6011388.706286009 2102088.189538112),2012-07-08,0
120538638,6008484.049420246,2113609.194100449,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,2012-07-08,00:00:00,TENDERLOIN,NONE,300 Block of LEAVENWORTH ST,-122.41435148,37.7840469317,POINT (6008484.049420246 2113609.194100449),2012-07-08,0
120529370,6001894.999937975,2101765.000014462,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,2012-07-05,00:00:00,MISSION,NONE,DIAMOND ST / 24TH ST,-122.43629923,37.7511533534,POINT (6001894.999937975 2101765.000014462),2012-07-05,0
120529897,6012410.000100367,2094465.9999999697,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,2012-07-05,00:00:00,BAYVIEW,NONE,BRIDGEVIEW DR / SCOTIA AV,-122.399424643,37.7317036853,POINT (6012410.000100367 2094465.9999999697),2012-07-05,0
120530521,6016501.947378146,2096485.7598598003,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Thursday,2012-07-05,00:00:00,BAYVIEW,NONE,1400 Block of INNES AV,-122.385418522,37.7374767647,POINT (6016501.947378146 2096485.7598598003),2012-07-05,0
120533848,6010090.999905181,2112456.0000191326,ROBBERY,"ROBBERY, BODILY FORCE",Friday,2012-07-06,00:00:00,SOUTHERN,"ARREST, BOOKED",6TH ST / MISSION ST,-122.408710607,37.7809706722,POINT (6010090.999905181 2112456.0000191326),2012-07-06,0
120531892,6003553.999992596,2110719.0000150506,ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,2012-07-05,00:00:00,NORTHERN,NONE,HAYES ST / FILLMORE ST,-122.431201289,37.7758330026,POINT (6003553.999992596 2110719.0000150506),2012-07-05,0
120532919,6012060.999987843,2114338.000032892,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A GUN,Friday,2012-07-06,00:00:00,SOUTHERN,JUVENILE BOOKED,MISSION ST / 3RD ST,-122.402027707,37.7862483457,POINT (6012060.999987843 2114338.000032892),2012-07-06,0
120535151,6002427.000136368,2118823.0000225115,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,2012-07-07,00:00:00,NORTHERN,NONE,FILLMORE ST / FILBERT ST,-122.435679786,37.7980205896,POINT (6002427.000136368 2118823.0000225115),2012-07-07,0
120535270,6007188.625022259,2116079.7664403585,ROBBERY,"ROBBERY, ARMED WITH A GUN",Saturday,2012-07-07,00:00:00,CENTRAL,NONE,1400 Block of CALIFORNIA ST,-122.41900848,37.7907576625,POINT (6007188.625022259 2116079.7664403585),2012-07-07,0
120537072,6003553.999992596,2110719.0000150506,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,2012-07-07,00:00:00,NORTHERN,NONE,FILLMORE ST / HAYES ST,-122.431201289,37.7758330026,POINT (6003553.999992596 2110719.0000150506),2012-07-07,0
120537599,6010439.835441851,2113701.5592137408,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,2012-07-08,00:00:00,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.407591652,37.7844102153,POINT (6010439.835441851 2113701.5592137408),2012-07-08,0
120538622,5991952.0321497815,2111459.800736925,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Sunday,2012-07-08,00:00:00,RICHMOND,NONE,500 Block of FUNSTON AV,-122.471389066,37.7772027396,POINT (5991952.0321497815 2111459.800736925),2012-07-08,0
120539307,6006738.999915313,2107900.0000247653,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,2012-07-05,00:00:00,MISSION,NONE,MISSION ST / 14TH ST,-122.419983448,37.7682726764,POINT (6006738.999915313 2107900.0000247653),2012-07-05,0
120518561,6007176.253202974,2116444.588803286,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,2012-07-01,00:00:00,CENTRAL,NONE,1500 Block of SACRAMENTO ST,-122.419077174,37.7917586778,POINT (6007176.253202974 2116444.588803286),2012-07-01,0
120539733,5990131.0690274155,2106514.276345027,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT W/ A KNIFE,Sunday,2012-07-08,00:00:00,TARAVAL,NONE,1800 Block of IRVING ST,-122.477326768,37.7635181713,POINT (5990131.0690274155 2106514.276345027),2012-07-08,0
120541023,5987734.077389426,2111915.4795394284,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Monday,2012-07-09,00:00:00,RICHMOND,NONE,3500 Block of ANZA ST,-122.486013587,37.7782090027,POINT (5987734.077389426 2111915.4795394284),2012-07-09,0
120541619,6015118.000008503,2093328.0000084452,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Monday,2012-07-09,00:00:00,BAYVIEW,"ARREST, BOOKED",UNDERWOOD AV / KEITH ST,-122.389982997,37.7287295297,POINT (6015118.000008503 2093328.0000084452),2012-07-09,0
120543483,6009642.999912816,2112924.00001962,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Tuesday,2012-07-10,00:00:00,SOUTHERN,NONE,MARKET ST / TAYLOR ST,-122.41029352,37.782230587,POINT (6009642.999912816 2112924.00001962),2012-07-10,0
120545172,6005335.000057528,2096686.9999818422,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,2012-07-10,00:00:00,INGLESIDE,NONE,MISSION ST / HIGHLAND AV,-122.424042254,37.7374051783,POINT (6005335.000057528 2096686.9999818422),2012-07-10,0
120545360,6010958.000142118,2114177.0000304934,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,2012-07-11,00:00:00,SOUTHERN,NONE,MARKET ST / 4TH ST,-122.405832474,37.7857446546,POINT (6010958.000142118 2114177.0000304934),2012-07-11,0
120523059,6002263.7435639845,2097714.4342015404,ROBBERY,ROBBERY OF A RESIDENCE WITH A GUN,Tuesday,2012-07-03,00:00:00,INGLESIDE,NONE,300 Block of MADISON ST,-122.434734456,37.7400523958,POINT (6002263.7435639845 2097714.4342015404),2012-07-03,0
120541205,6007566.999905145,2104420.0000062766,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,2012-07-09,00:00:00,MISSION,NONE,20TH ST / SOUTH VAN NESS AV,-122.416872884,37.7587640201,POINT (6007566.999905145 2104420.0000062766),2012-07-09,0
120543693,6002150.963802897,2112594.7171077463,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,2012-07-10,00:00:00,PARK,NONE,1700 Block of EDDY ST,-122.436189003,37.7809036422,POINT (6002150.963802897 2112594.7171077463),2012-07-10,0
120544005,5990246.490218505,2093973.4441140657,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Tuesday,2012-07-10,00:00:00,TARAVAL,NONE,3200 Block of 20TH AV,-122.4760116,37.7290910126,POINT (5990246.490218505 2093973.4441140657),2012-07-10,0
120544049,6003863.000081617,2112151.000028991,ROBBERY,"ROBBERY, ARMED WITH A GUN",Tuesday,2012-07-10,00:00:00,NORTHERN,NONE,WEBSTER ST / GOLDEN GATE AV,-122.430234565,37.7797824262,POINT (6003863.000081617 2112151.000028991),2012-07-10,0
120544497,6009832.89968217,2101604.7022845265,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,2012-07-10,00:00:00,MISSION,NONE,2700 Block of BRYANT ST,-122.408837701,37.7511610354,POINT (6009832.89968217 2101604.7022845265),2012-07-10,0
120544679,5998024.664574376,2114804.111867721,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,2012-07-10,00:00:00,RICHMOND,NONE,3400 Block of CALIFORNIA ST,-122.450623166,37.7867347597,POINT (5998024.664574376 2114804.111867721),2012-07-10,0
120544691,6003306.93410061,2116866.595428817,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Tuesday,2012-07-10,00:00:00,NORTHERN,NONE,2200 Block of JACKSON ST,-122.432495151,37.7926987474,POINT (6003306.93410061 2116866.595428817),2012-07-10,0
120544710,5997869.000034424,2108540.0000193934,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,2012-07-10,00:00:00,PARK,NONE,HAIGHT ST / COLE ST,-122.450709919,37.7695262271,POINT (5997869.000034424 2108540.0000193934),2012-07-10,0
120544726,6002367.324680892,2108617.3588796845,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,2012-07-10,00:00:00,PARK,NONE,0 Block of LLOYD ST,-122.435155943,37.7699950984,POINT (6002367.324680892 2108617.3588796845),2012-07-10,0
120544776,5993829.112533032,2107301.2267008815,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Tuesday,2012-07-10,00:00:00,TARAVAL,"ARREST, BOOKED",600 Block of LINCOLN WY,-122.46459366,37.7658928056,POINT (5993829.112533032 2107301.2267008815),2012-07-10,0
120545348,6007517.000044005,2110895.0000063097,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,2012-07-11,00:00:00,SOUTHERN,NONE,POLK ST / MARKET ST,-122.417504703,37.776540038,POINT (6007517.000044005 2110895.0000063097),2012-07-11,0
120545445,5994867.000096653,2106688.9999970975,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Wednesday,2012-07-11,00:00:00,PARK,NONE,4TH AV / IRVING ST,-122.460959471,37.7642715684,POINT (5994867.000096653 2106688.9999970975),2012-07-11,0
120547827,6014955.999920511,2095540.9999882157,ROBBERY,"ROBBERY, BODILY FORCE",Monday,2012-07-09,00:00:00,BAYVIEW,NONE,3RD ST / OAKDALE AV,-122.390697631,37.7347969947,POINT (6014955.999920511 2095540.9999882157),2012-07-09,0
120541471,6013225.204030107,2111789.2203961955,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,2012-07-09,00:00:00,SOUTHERN,"ARREST, BOOKED",500 Block of 4TH ST,-122.397820987,37.7793148929,POINT (6013225.204030107 2111789.2203961955),2012-07-09,0
120547554,6010132.999896294,2090246.999999877,ROBBERY,"ROBBERY, ARMED WITH A GUN",Wednesday,2012-07-11,00:00:00,INGLESIDE,NONE,MANSELL ST / HAMILTON ST,-122.406999466,37.719992018,POINT (6010132.999896294 2090246.999999877),2012-07-11,0
120547833,6013373.999951903,2112966.000004595,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,2012-07-11,00:00:00,SOUTHERN,NONE,3RD ST / HARRISON ST,-122.397388785,37.7825543452,POINT (6013373.999951903 2112966.000004595),2012-07-11,0
120549607,6006364.3772956105,2109849.246840612,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Thursday,2012-07-12,00:00:00,SOUTHERN,"ARREST, BOOKED",1600 Block of MARKET ST,-122.42141768,37.7736037296,POINT (6006364.3772956105 2109849.246840612),2012-07-12,0
120550961,6007256.911780005,2103565.8811920076,ROBBERY,"ROBBERY, ARMED WITH A GUN",Friday,2012-07-13,00:00:00,MISSION,NONE,600 Block of CAPP ST,-122.417884769,37.7564013596,POINT (6007256.911780005 2103565.8811920076),2012-07-13,0
120551919,6003417.536556114,2103566.831039576,ROBBERY,"ROBBERY, ARMED WITH A GUN",Friday,2012-07-13,00:00:00,MISSION,NONE,3700 Block of 21ST ST,-122.431162735,37.7561871463,POINT (6003417.536556114 2103566.831039576),2012-07-13,0
120555228,5999379.572238795,2110844.4177969615,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Saturday,2012-07-14,00:00:00,PARK,"ARREST, BOOKED",1700 Block of FULTON ST,-122.445650667,37.7759399236,POINT (5999379.572238795 2110844.4177969615),2012-07-14,0
120555234,5993796.253352434,2110500.052645236,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Saturday,2012-07-14,00:00:00,RICHMOND,"ARREST, BOOKED",700 Block of 7TH AV,-122.464939649,37.77467404,POINT (5993796.253352434 2110500.052645236),2012-07-14,0
120550933,6007180.578835713,2105582.901328143,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Friday,2012-07-13,00:00:00,MISSION,NONE,3300 Block of 18TH ST,-122.41829176,37.7619353344,POINT (6007180.578835713 2105582.901328143),2012-07-13,0
120551191,6007064.227083827,2102779.7071515643,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Friday,2012-07-13,00:00:00,MISSION,NONE,2600 Block of MISSION ST,-122.418495397,37.7542318603,POINT (6007064.227083827 2102779.7071515643),2012-07-13,0
120551373,6002219.999986993,2113310.0000060974,ROBBERY,"ROBBERY, ARMED WITH A GUN",Friday,2012-07-13,00:00:00,PARK,NONE,OFARRELL ST / PIERCE ST,-122.436001371,37.7828715502,POINT (6002219.999986993 2113310.0000060974),2012-07-13,0
